timestamp_us,I_mV,II_mV,III_mV,aVR_mV,aVL_mV,aVF_mV,V1_mV,V2_mV,V3_mV,V4_mV,V5_mV,V6_mV,gain
36352802,-1.322603,-3.567076,-2.244473,2.444839,0.460935,-2.905774,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36354799,-1.314878,-3.554296,-2.239418,2.434587,0.462270,-2.896857,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36356796,-1.281691,-3.552103,-2.270412,2.416897,0.494361,-2.911258,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36358792,-1.238537,-3.559160,-2.320623,2.398849,0.541043,-2.939892,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36360789,-1.216078,-3.557539,-2.341461,2.386808,0.562692,-2.949500,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36362786,-1.196337,-3.556204,-2.359867,2.376270,0.581765,-2.958035,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36364782,-1.192904,-3.559208,-2.366304,2.376056,0.586700,-2.962756,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36366779,-1.192284,-3.565502,-2.373219,2.378893,0.590467,-2.969360,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36368776,-1.244879,-3.546047,-2.301168,2.395463,0.528145,-2.923608,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36370775,-1.290512,-3.538561,-2.248049,2.414536,0.478768,-2.893305,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36372770,-1.294327,-3.524971,-2.230644,2.409649,0.468159,-2.877808,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36374766,-1.286411,-3.511524,-2.225113,2.398968,0.469351,-2.868319,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36376762,-1.266766,-3.512383,-2.245617,2.389574,0.489426,-2.879000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36378759,-1.223135,-3.517771,-2.294636,2.370453,0.535750,-2.906203,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36380756,-1.179409,-3.513050,-2.333641,2.346230,0.577116,-2.923346,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36382752,-1.154232,-3.520584,-2.366352,2.337408,0.606060,-2.943468,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36384749,-1.140261,-3.525162,-2.384901,2.332711,0.622320,-2.955031,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36386746,-1.155043,-3.526735,-2.371693,2.340889,0.608325,-2.949214,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36388742,-1.190281,-3.528214,-2.337933,2.359247,0.573826,-2.933073,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36390739,-1.226139,-3.534031,-2.307892,2.380085,0.540876,-2.920961,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36392735,-1.250362,-3.524971,-2.274609,2.387667,0.512123,-2.899790,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36394732,-1.253891,-3.512573,-2.258682,2.383232,0.502396,-2.885628,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36396729,-1.221848,-3.508806,-2.286959,2.365327,0.532556,-2.897882,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36398725,-1.150703,-3.486490,-2.335787,2.318597,0.592542,-2.911139,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36400722,-1.087379,-3.465128,-2.377748,2.276254,0.645185,-2.921438,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36402718,-1.066637,-3.466797,-2.400160,2.266717,0.666761,-2.933478,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36404715,-1.068783,-3.485298,-2.416515,2.277040,0.673866,-2.950907,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36406712,-1.087332,-3.505278,-2.417946,2.296305,0.665307,-2.961612,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36408708,-1.133299,-3.502846,-2.369547,2.318072,0.618124,-2.936196,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36410705,-1.197100,-3.521585,-2.324486,2.359343,0.563693,-2.923036,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36412702,-1.236773,-3.547478,-2.310705,2.392125,0.536966,-2.929091,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36414698,-1.253843,-3.547764,-2.293921,2.400804,0.520039,-2.920842,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36416695,-1.227283,-3.549337,-2.322054,2.388310,0.547385,-2.935696,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36418691,-1.178408,-3.553247,-2.374840,2.365828,0.598216,-2.964044,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36420688,-1.140165,-3.556061,-2.415895,2.348113,0.637865,-2.985978,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36422685,-1.125288,-3.567314,-2.442026,2.346301,0.658369,-3.004670,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36424681,-1.133633,-3.586769,-2.453136,2.360201,0.659752,-3.019953,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36426678,-1.164865,-3.603840,-2.438974,2.384353,0.637054,-3.021407,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36428675,-1.216221,-3.610849,-2.394629,2.413535,0.589204,-3.002739,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36430671,-1.253319,-3.605604,-2.352285,2.429461,0.549483,-2.978945,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36432668,-1.265335,-3.597450,-2.332115,2.431393,0.533390,-2.964783,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36434665,-1.272774,-3.587437,-2.314663,2.430105,0.520945,-2.951050,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36436661,-1.256990,-3.577948,-2.320957,2.417469,0.531983,-2.949452,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36438658,-1.209927,-3.563976,-2.354050,2.386951,0.572062,-2.959013,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36440654,-1.178026,-3.569508,-2.391481,2.373767,0.606728,-2.980494,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36442651,-1.171160,-3.583956,-2.412796,2.377558,0.620818,-2.998376,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36444648,-1.181412,-3.597403,-2.415991,2.389407,0.617290,-3.006697,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36446644,-1.203823,-3.601980,-2.398157,2.402902,0.597167,-3.000069,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36448641,-1.237297,-3.601408,-2.364111,2.419353,0.563407,-2.982759,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36450638,-1.273680,-3.587103,-2.313423,2.430391,0.519872,-2.950263,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36452634,-1.289463,-3.570652,-2.281189,2.430058,0.495863,-2.925920,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36454632,-1.300764,-3.564930,-2.264166,2.432847,0.481701,-2.914548,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36456628,-1.268721,-3.566027,-2.297306,2.417374,0.514293,-2.931666,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36458624,-1.230240,-3.563547,-2.333307,2.396894,0.551534,-2.948427,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36460621,-1.203394,-3.561926,-2.358532,2.382660,0.577569,-2.960229,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36462618,-1.168776,-3.580523,-2.411747,2.374649,0.621486,-2.996135,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36464614,-1.161289,-3.583431,-2.422142,2.372360,0.630426,-3.002787,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
